id,rawTweet,cleanedTweet,label
3165,"jokowi coba damaikan ukraina-rusia, muhammadiyah: langkah yang berani  #jokowi #volodymyrzelenskyy #perangrusiaukraina #invasirusia",jokowi coba damai ukraina rusia muhammadiyah langkah berani jokowi volodymyrzelenskyy perangrusiaukraina invasirusia,positif
3166,@badglasses @przzyhya @rianoff12586904 @jokowi kalau rusia ga invasi georgia di 2008 dan ukraina di 2014 nato bakal bubar sendiri itu,badglasses przzyhya jokowi rusia ga invasi georgia ukraina nato bubar,netral
3167,"@jokowi rusia still attack :: seperti promotions of weapon (media) &amp; rudal2= upgrade new versi.

titik temu :: perdamaian butuh waktu lama. kalau kesepakatan dr pihak invasi blm terpenuhi.

next ? 
rusia:: valdmputin ? tetap pada pernyataan dan prinsip lamanya.",jokowi rusia still attack promotions of weapon media amp upgrade new versi titik temu damai butuh sepakat dr invasi blm penuh next rusia valdmputin nyata prinsip,positif
3168,"@donnyzhafran tau dampak ekonomi invasi rusia terhadap rakyat kecil di indonesia gak? gak kasian sama rakuat kecil yang masih bergantung dengan pangan dan minyak mentah dari ukraina dan rusia? harga pangan udah mulai naik gara gara invasi rusia, mikir sampe situ gak?",donnyzhafran tau dampak ekonomi invasi rusia rakyat indonesia gak gak kasi rakuat gantung pangan minyak mentah ukraina rusia harga pangan udah gara gara invasi rusia mikir sampe situ gak,positif
3169,"@jokowi rusia sudah terbiasa dengan hal2 seperti itu, seperti penjelasan sebelumnya , sblm datangnya invasi rusia ke ukraine, yg terpenting jng memberi janji2 bantuan berlebihan, cukup komunikasi 2 arah antar negara ukraine &amp; rusia u/ perdamaian. ini masih tahap teritorial konflik",jokowi rusia biasa jelas sblm datang invasi rusia ukraine yg penting jng bantu komunikasi arah negara ukraine amp rusia u damai tahap teritorial konflik,positif
3170,"harusnya mereka teriak perdamaian sejak awal  ukraina diinvasi rusia. kok baru banyak bicara perdamaian pada saat ri1 kesana. 

padahal cukup jadi manusia untuk tau invasi rusia ini adalah salah dan tdk ada yg bisa dibela dri invasi ini.",teriak damai ukraina invasi rusia bicara damai kesana manusia tau invasi rusia salah tdk yg bela dri invasi,positif
3171,@ekanzoy @bravoteam101st @notarianus @jokowi memang rencana ukraina utk bergabung dengan nato terjadi pada masa periode presiden yuschenko (pro barat) dimulai dr 2005 namun baru permohonan. selanjutnya ukraina dipimpin yanukovich dimulai tahun 2010 (pro rusia). yakali rusia melakukan invasi dibawah kepemimpinan yanukovich.,ekanzoy notarianus jokowi rencana ukraina utk gabung nato periode presiden yuschenko pro barat dr mohon ukraina pimpin yanukovich pro rusia yakali rusia invasi bawah pimpin yanukovich,positif
3172,@dinopattidjalal saya dengar cerita dari diplomat yunior pak dubes @dinopattidjalal yang ditempatkan di kyiv katanya amat menegangkan ketika dievakuasi keluar ukraina akibat invasi rusia itu.,dinopattidjalal dengar cerita diplomat yunior dubes dinopattidjalal tempat kyiv tegang evakuasi ukraina akibat invasi rusia,positif
3173,"@rickydp19 @bravoteam101st @notarianus @jokowi dari 3 point yg sy ketik apa yg dapat anda bantah?

nato intensif bantu persenjataan ke ukraina setelah invasi rusia 24 feb

ukraina tdk menggunakan tentara bayaran , rusia yg menggunakan tentara bayaran, coba anda cari tau tentang ""wagner"" dan chechen kadyrovites",notarianus jokowi point yg sy ketik yg bantah nato intensif bantu senjata ukraina invasi rusia feb ukraina tdk tentara bayar rusia yg tentara bayar coba cari tau wagner chechen kadyrovites,positif
3174,"selanjutnya, presiden jokowi akan melakukan kunjungan bilateral bersama presiden ukraina, volidymyr zelenskyy, sebagai wujud upaya perdamaian di tengah invasi rusia. ",presiden jokowi kunjung bilateral presiden ukraina volidymyr zelenskyy wujud upaya damai invasi rusia,positif
3175,"@cnnindonesia bagaimana mungkin pemimpin yg tak punya
jiwa dan rasa kemanusiaan dgn tewasnya
ratusan warga sipil ukraina atas invasi rusia ke ukraina, skrg pemimpin negara itu mau jadi
pahlawan kesiangan untuk berperan mendamaikan?",cnnindonesia pimpin yg jiwa manusia dgn tewas ratus warga sipil ukraina invasi rusia ukraina skrg pimpin negara pahlawan siang peran damai,positif
3176,"@bravoteam101st @jokowi oleh sebab itu, invasi atas alasan apapun tak di benarkan. baik itu oleh rusia maupun usa atau siapapun",jokowi invasi alas apa benar rusia usa,positif
3177,"@bravoteam101st @notarianus @jokowi 1. ukraina gagal masuk nato akibat veto jerman &amp; rusia di 2008, kenapa rusia gak invasi ukraina sebelum 2008 ?

2. ukraina tidak punya icbm

3. rusia membentuk gerakan separatis donbas (lpr &amp; dpr), &amp; scr ilegal merampas krimea pd thn 2014, bukan nato triggernya",notarianus jokowi ukraina gagal masuk nato akibat veto jerman amp rusia rusia gak invasi ukraina ukraina icbm rusia bentuk gera separatis donbas lpr amp dpr amp scr ilegal rampas krimea pd thn nato triggernya,positif
3178,5 fakta jokowi pemimpin asia pertama ke ukraina usai invasi rusia  ,fakta jokowi pimpin asia ukraina invasi rusia,positif
3179,"@entahlahbin @notarianus @bravoteam101st @jokowi ukraina ingin gabung nato sejak awal 2000an, &amp; pada thn 2008 gagal masuk nato akibat veto prancis &amp; jerman. kenapa rusia gak invasi sebelum 2008 ?

2014 rusia caplok krimea scr ilegal &amp; bikin gerakan separatis lpr &amp; dpr yg memisahkan diri dari ukraina, bukan disebabkan oleh nato",entahlahbin notarianus jokowi ukraina gabung nato amp thn gagal masuk nato akibat veto prancis amp jerman rusia gak invasi rusia caplok krimea scr ilegal amp bikin gera separatis lpr amp dpr yg pisah ukraina sebab nato,positif
3180,"kereta ini adalah transportasi yang dipakai semua pemimpin atau perwakilan negara sahabat yang ingin datang ke kyiv, ukraina sejak invasi rusia.
",kereta transportasi pakai pimpin wakil negara sahabat kyiv ukraina invasi rusia,positif
3181,g7 mendesak china untuk menggunakan pengaruhnya ke rusia untuk menghentikan invasi ,desak china pengaruh rusia henti invasi,positif
3182,"pada tanggal 26 juni 2022, presiden jokowi memulai kunjungan resmi ke eropa, termasuk ke rusia dan ukraina. hal ini mengundang perhatian?baik di dalam dan luar negeri?mengenai peran indonesia dalam menangani situasi krisis akibat invasi rusia ke ukraina. ",tanggal juni presiden jokowi kunjung resmi eropa rusia ukraina undang perhati negeri peran indonesia tangan situasi krisis akibat invasi rusia ukraina,positif
3183,"di sektor pertanian, invasi rusia menyebabkan kerusakan dengan total kerugian sebesar us$4,29 miliar.  ",sektor tani invasi rusia sebab rusa total rugi miliar,positif
3184,"@63budisetyo @detikcom pak @jokowi sdg memerankan dirinya sbg pemimpin g20,
minta g-7 stop sanksi terhadap rusia, presiden jokowi juga akan minta rusia hentikan invasi ke ukraina. 
perang harus dihentikan demi perdamaian dunia.",detikcom jokowi sdg peran sbg pimpin g stop sanksi rusia presiden jokowi rusia henti invasi ukraina perang henti damai dunia,positif
3185,"@03__nakula betul, stop sanksi terhadap rusia, stop supply senjata ke ukraina.
rusiapun stop invasi ke ukraina.
milyaran manusia kena dampak dari peperangan yg makin meluas.
perdamaian tidak bisa diwujudkan, jika pemimpin dan jajarannya pantang kalah dalam dirinya tidak dpt dikendalikan.",nakula stop sanksi rusia stop supply senjata ukraina rusiapun stop invasi ukraina milyaran manusia kena dampak peperangan yg luas damai wujud pimpin jajar pantang kalah dpt kendali,positif
3186,pbb laporkan 4.700 warga sipil ukraina tewas selama invasi rusia ,pbb lapor warga sipil ukraina tewas invasi rusia,positif
3187,klo ukraina ga di invasi rusia dia bkl kepikiran ga yh masuk uni eropa xixiix,klo ukraina ga invasi rusia bkl pikir ga yh masuk uni eropa xixiix,positif
3188,"desakan kepada china mencuat lantaran beijing menolak untuk mengecam invasi rusia ke ukraina. g7 pun mempertimbangkan ulang ketergantungan perekonomian mereka kepada china. #internasional #adadikompas
",desa china cuat lantar beijing tolak kecam invasi rusia ukraina timbang ulang gantung ekonomi china internasional adadikompas,positif
3189,"desakan kepada china mencuat lantaran beijing menolak untuk mengecam invasi rusia ke ukraina. g7 pun mempertimbangkan ulang ketergantungan perekonomian mereka kepada china. #internasional #kompas57
",desa china cuat lantar beijing tolak kecam invasi rusia ukraina timbang ulang gantung ekonomi china internasional,positif
3190,"ealah min . ini kan yg buat konflik pemerintah mereka gegara lockdown kopid itu , yg bantu russia tp diberitakan rusia invasi . wajar saja rusia kesel ! 
",ealah min yg konflik perintah gegara lockdown kopid yg bantu russia tp berita rusia invasi wajar rusia kesel,positif
3191,"angin segar buat rakyat ukraina! datang tidak dengan tangan kosong, presiden jokowi berikan bantuan kemanusiaan buat kyiv
#koranjakarta #presidenjokowi #rusia #ukraina #invasirusia

",angin segar rakyat ukraina tangan kosong presiden jokowi bantu manusia kyiv koranjakarta presidenjokowi rusia ukraina invasirusia,positif
3192,"presiden jokowi baru saja mencatat sejarah. ketika kakinya menginjak peron 1 stasiun central kyiv, jokowi resmi jadi pemimpin asia pertama yang berani datang ke ukraina di tengah invasi rusia. ",presiden jokowi catat sejarah kaki injak peron stasiun central kyiv jokowi resmi pimpin asia berani ukraina invasi rusia,positif
3193,"kami juga berbicara tentang efek yang lebih luas dari invasi ilegal rusia ke ukraina, pentingnya @g20org dan dukungan kami untuk kepresidenan indonesia.  saya mengatakan kepadanya bahwa kanada menghargai fakta bahwa @zelenskyyua diundang ke #g20indonesia tahun ini",bicara efek luas invasi ilegal rusia ukraina dukung presiden indonesia kanada harga fakta zelenskyyua undang,positif
3194,@fwbess kalo kita mutualan rusia berhenti invasi,fwbess kalo mutualan rusia henti invasi,positif
3195,"pemerintah amerika serikat menuding lima perusahaan di china mendukung militer dan basis industri pertahanan rusia, menyusul invasi moskow di ukraina. #tempodunia ",perintah amerika serikat tuding usaha china dukung militer basis industri tahan rusia susul invasi moskow ukraina tempodunia,positif
3196,"@01001101c137 @jobpalar @idextratime russia nggak invasi ukraina goblok, lu mikir, putin jadi presiden rusia udah berapa lama ada pertimbangan kenapa ada oprasi militer di ukraina, palestina beda urusan itu bukan tanah israel kalo mbandingin apple to apple kalo goblok diem aja.",jobpalar idextratime russia nggak invasi ukraina goblok lu mikir putin presiden rusia udah timbang oprasi militer ukraina palestina beda urus tanah israel kalo mbandingin apple to apple kalo goblok diem aja,positif
3197,presiden jokowi menawarkan solusi untuk mengatasi ancaman krisis pangan global akibat invasi rusia di ukraina. apakah ini bakal didengar vladimir putin? ,presiden jokowi tawar solusi atas ancam krisis pangan global akibat invasi rusia ukraina dengar vladimir putin,positif
3198,"presiden ukraina mengatakan, selama invasi rusia telah menembakan 2,800 misil ke daerah ukraina",presiden ukraina invasi rusia tembak misil daerah ukraina,positif
3199,"pemerintah as pada selasa (28/6) menuduh lima perusahaan di china mendukung militer dan basis industri pertahanan rusia, menyusul invasi moskow di ukraina.

",perintah as selasa tuduh usaha china dukung militer basis industri tahan rusia susul invasi moskow ukraina,positif
3200,"para pemimpin g7 mendesak china untuk menegakkan prinsip penyelesaian sengketa secara damai dengan menekan rusia untuk menarik pasukan tanpa syarat dan menghentikan invasi ke ukraina. 

selengkapnya:


#seputarinews #rcti #g7 #china #rusia #ukraina ",pimpin desak china tegak prinsip selesai sengketa damai tekan rusia tarik pasu syarat henti invasi ukraina lengkap seputarinews rcti china rusia ukraina,positif
3201,"hari senin di ktt g7, pm trudeau bertemu dengan presiden ri @jokowi untuk membahas invasi ilegal rusia di ukraina, kemitraan kedua negara, dan dukungan kanada terhadap keketuaan indonesia di #g20indonesia. baca lebih lanjut: ",senin ktt pm trudeau temu presiden ri jokowi bahas invasi ilegal rusia ukraina mitra negara dukung kanada ketua indonesia baca,positif
3202,"sebelum lithuania, serangan hacker rusia semasa invasi ke ukraina juga dialami oleh italia. #terminalmojok ",lithuania serang hacker rusia invasi ukraina alami italia terminalmojok,positif
3203,"semoga pertemuan #jokowi dan #zelensky bisa menghentikan invasi rusia di ukraina.

",moga temu jokowi zelensky henti invasi rusia ukraina,positif
3204,"akibat invasi rusia, ukraina tak peringati hari kelahiran�konstitusi ",akibat invasi rusia ukraina ingat lahir konstitusi,positif
3205,"setelah pertemuan terakhirnya minggu lalu, grup koneksi pertahanan ukraina akan mendapatkan lebih banyak kemampuan militer ke tangan pasukan ukraina yang membela negara mereka dari invasi rusia.  lebih dari 50 negara menjanjikan lebih banyak bantuan.
#ulmwp",temu akhir minggu grup koneksi tahan ukraina mampu militer tangan pasu ukraina bela negara invasi rusia negara janji bantu ulmwp,positif
3206,"kremlin: rusia akan akhiri invasi jika ukraina meletakan senjata

",kremlin rusia invasi ukraina leta senjata,positif
3207,"erdogan akan bertemu biden soal invasi rusia ke ukraina

",erdogan temu biden invasi rusia ukraina,positif
3208,negara g7 sepakat china harus tekan rusia untuk hentikan invasi ke ukraina ,negara sepakat china tekan rusia henti invasi ukraina,positif
3209,g7 minta tiongkok berani tekan rusia untuk akhiri perang. g7 mendesak tiongkok untuk menegakkan prinsip penyelesaian perselisihan secara damai dengan menekan rusia untuk menghentikan invasi ke ukraina.  ,tiongkok berani tekan rusia perang desak tiongkok tegak prinsip selesai selisih damai tekan rusia henti invasi ukraina,positif
3210,@larismi11 denger2 invasi rusia bakal rehat sejenak selama pak jokowi di ukraina. pak de putin takut kualat. ?,invasi rusia rehat jokowi ukraina de putin takut kualat,positif
3211,"presiden jokowi minta g-7 stop sanksi terhadap rusia, presiden jokowi juga akan minta rusia hentikan invasi ke ukraina. 
perang harus dihentikan demi perdamaian dunia.
presiden jokowi mengajak seluruh anggota g-7 / g-20 fokus memperbaiki ekonomi dan menghapus kelaparan di dunia. ",presiden jokowi g stop sanksi rusia presiden jokowi rusia henti invasi ukraina perang henti damai dunia presiden jokowi ajak anggota g g fokus baik ekonomi hapus lapar dunia,positif
3212,ktt @g7 digelar di tengah krisis pangan dan bahan bakar yang mengancam pemulihan ekonomi pascapandemi. namun titik berat pertemuan di #elmau jerman masih diarahkan pada invasi rusia di ukraina. ,ktt gelar krisis pangan bahan bakar ancam pulih ekonomi pascapandemi titik berat temu elmau jerman arah invasi rusia ukraina,positif
3213,"rusia menunjukkan keinginan iran untuk bergabung dengan brics, sebagai bukti bahwa barat, yang dipimpin oleh amerika serikat, gagal mengisolasi moskow setelah invasi ke ukraina. #tempodunia ",rusia iran gabung brics bukti barat pimpin amerika serikat gagal isolasi moskow invasi ukraina tempodunia,positif
3214,g7 akan 'amputasi' sumber pendanaan rusia untuk invasi ukraina ,amputasi sumber dana rusia invasi ukraina,positif
3215,gedung putih: akan bahas konsekuensi dari invasi rusia ke ukraina di ktt nato  #unitedstates #russianfederation #politics,gedung putih bahas konsekuensi invasi rusia ukraina ktt nato unitedstates russianfederation politics,positif
3216,daftar kasus serangan hacker rusia semasa invasi ke ukraina bertambah lagi. kali ini korbannya adalah sejumlah situs di lithuania. #terbaru #kilas ,daftar serang hacker rusia invasi ukraina tambah kali korban situs lithuania baru kilas,positif
3217,ktt g7 merupakan tempat bertemunya para pemimpin dari 7 negara maju di dunia. jokowi mendapatkan undangan untuk menghadiri ktt g7 tersebut. acara yang digelar pada 26-28 juni 2022 ini membahas masalah invasi rusia ke ukraina. #jokowi #nkri #ri #ktt ,ktt temu pimpin negara maju dunia jokowi undang hadir ktt acara gelar juni bahas invasi rusia ukraina jokowi nkri ri ktt,positif
